Location,Tournament,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,AvgW,AvgL,target
45,132,2,1,1,0,4,677,621,30.0,85.0,1235.0,617.0,1.54,2.45,1
12,31,1,1,2,0,2,135,152,32.0,24.0,1325.0,1820.0,5.29,1.16,0
96,32,1,1,2,1,2,553,534,17.0,225.0,2255.0,229.0,1.31,3.4,0
53,17,2,1,2,0,4,78,691,188.0,65.0,274.0,800.0,3.77,1.27,0
46,6,0,1,2,1,2,61,753,361.0,73.0,124.0,726.0,2.1,1.7,1
41,21,3,1,2,1,2,187,165,46.0,2.0,933.0,9825.0,8.18,1.07,0
61,19,0,1,0,0,2,167,269,75.0,83.0,714.0,676.0,1.75,2.05,1
63,127,2,1,2,1,3,233,380,19.0,130.0,2510.0,613.0,1.58,2.38,0
63,127,2,1,2,0,3,349,553,71.0,27.0,831.0,1475.0,2.66,1.48,0
35,118,0,1,0,4,1,99,490,90.0,110.0,662.0,595.0,1.97,1.82,1
48,85,3,1,0,6,2,510,493,5.0,3.0,5280.0,6120.0,1.6,2.32,0
36,58,1,1,1,4,1,642,96,9.0,48.0,3300.0,877.0,1.35,3.16,0
57,83,3,1,0,2,1,765,102,3.0,19.0,7195.0,2015.0,1.3,3.53,1
97,133,0,1,2,0,1,252,393,111.0,60.0,490.0,773.0,2.79,1.43,1
88,121,0,1,2,1,1,29,651,9.0,27.0,3849.0,1825.0,2.5,1.52,0
88,13,0,1,2,1,2,766,102,50.0,30.0,884.0,1370.0,1.83,1.94,0
63,127,2,1,2,3,3,677,25,3.0,21.0,7135.0,1806.0,1.39,3.05,1
90,66,1,1,2,0,1,559,439,40.0,37.0,1041.0,1075.0,2.74,1.44,0
68,47,2,1,0,1,3,3,337,113.0,11.0,564.0,2945.0,5.52,1.15,0
41,21,3,1,2,1,1,272,592,68.0,102.0,780.0,560.0,2.28,1.63,0
50,12,0,1,2,1,1,721,102,188.0,15.0,375.0,2630.0,2.89,1.42,0
27,37,0,1,2,4,1,3,534,113.0,18.0,463.0,1835.0,5.54,1.14,1
6,18,0,1,2,4,2,30,552,47.0,29.0,925.0,1170.0,1.76,2.02,1
88,13,0,1,2,0,2,684,637,53.0,81.0,797.0,619.0,1.25,3.84,1
51,55,0,1,0,4,1,488,421,41.0,122.0,1304.0,482.0,1.69,2.15,0
18,14,0,1,0,1,1,383,703,90.0,127.0,591.0,428.0,1.56,2.39,1
0,101,0,1,1,4,2,129,186,97.0,69.0,597.0,833.0,2.41,1.57,0
30,2,0,1,1,1,2,747,172,47.0,65.0,935.0,725.0,1.38,3.03,1
59,103,3,1,2,0,2,459,560,155.0,20.0,369.0,1990.0,5.99,1.13,0
20,55,0,1,0,1,2,370,246,53.0,95.0,867.0,571.0,1.72,2.07,0
21,28,0,1,2,0,1,354,228,106.0,87.0,578.0,699.0,1.74,2.07,1
12,31,1,1,2,0,2,332,232,18.0,26.0,1620.0,1430.0,1.66,2.19,1
63,127,2,1,2,0,3,223,393,81.0,38.0,694.0,1255.0,2.65,1.49,0
69,41,0,1,0,1,1,353,651,63.0,28.0,1043.0,2132.0,2.58,1.5,1
61,19,0,1,0,4,1,223,108,35.0,19.0,1205.0,1830.0,2.4,1.57,0
89,123,0,0,2,1,1,198,599,87.0,104.0,601.0,506.0,3.28,1.33,0
74,64,3,1,0,0,1,651,114,48.0,591.0,890.0,55.0,1.1,6.86,1
85,115,0,0,2,6,2,662,185,54.0,55.0,898.0,891.0,1.77,2.04,0
53,17,2,1,2,1,4,677,678,8.0,76.0,3415.0,699.0,1.22,4.23,1
84,112,0,0,2,6,1,552,235,74.0,49.0,863.0,1075.0,1.53,2.5,1
11,111,0,1,0,1,2,31,262,93.0,45.0,622.0,972.0,2.75,1.43,1
56,79,3,1,2,2,1,534,142,19.0,25.0,2045.0,1545.0,1.6,2.32,1
68,20,3,0,2,0,1,593,733,18.0,153.0,1991.0,367.0,1.47,2.67,1
75,0,1,0,2,1,1,200,337,33.0,17.0,1296.0,1995.0,2.42,1.55,1
93,35,0,1,0,4,1,383,53,36.0,87.0,1251.0,625.0,1.71,2.13,1
71,98,1,1,1,0,1,393,147,30.0,12.0,1645.0,3085.0,2.95,1.4,1
71,99,1,1,1,6,1,678,494,43.0,30.0,1051.0,1380.0,1.79,2.0,0
68,47,2,1,0,0,3,355,165,114.0,3.0,545.0,5955.0,20.63,1.01,0
43,50,0,1,0,0,2,763,427,96.0,47.0,596.0,997.0,2.43,1.56,0
45,132,2,1,1,0,3,228,131,112.0,87.0,706.0,873.0,1.22,4.34,1
85,115,0,0,2,0,2,349,700,34.0,548.0,1305.0,56.0,1.05,10.17,1
63,127,2,1,2,1,3,121,568,17.0,42.0,2175.0,1070.0,1.18,5.02,1
5,44,0,0,2,1,1,198,49,35.0,60.0,1375.0,906.0,1.81,1.98,0
15,26,0,1,2,1,1,163,727,10.0,68.0,3350.0,778.0,1.2,4.42,1
35,118,0,1,0,0,1,7,80,64.0,107.0,813.0,603.0,1.4,2.9,1
35,118,0,1,0,0,2,272,262,79.0,73.0,624.0,690.0,1.7,2.1,1
77,30,0,0,0,1,1,626,405,182.0,63.0,277.0,832.0,2.84,1.41,1
15,26,0,1,2,4,2,464,147,175.0,209.0,299.0,245.0,2.11,1.73,0
29,38,1,1,2,0,1,316,63,98.0,88.0,592.0,640.0,5.33,1.16,0
91,103,3,1,2,1,2,216,629,14.0,26.0,2190.0,1575.0,2.3,1.62,0
48,85,3,1,0,0,1,711,279,87.0,108.0,667.0,548.0,2.77,1.44,0
81,108,3,1,2,1,1,4,628,2.0,51.0,7010.0,1045.0,1.08,7.59,1
49,74,0,1,1,6,1,422,560,42.0,60.0,1526.0,1113.0,2.31,1.61,0
68,47,2,1,0,2,4,420,640,116.0,13.0,469.0,2210.0,6.66,1.1,0
74,64,3,1,0,1,1,475,678,106.0,35.0,590.0,1191.0,1.39,2.99,1
57,83,3,1,0,2,1,49,592,11.0,8.0,3090.0,5400.0,2.82,1.43,0
13,107,0,1,0,1,1,165,376,1.0,85.0,11873.0,910.0,1.01,17.91,1
7,4,0,1,2,1,2,49,747,25.0,46.0,1480.0,907.0,1.27,3.66,1
52,90,0,0,2,4,2,472,235,12.0,19.0,3145.0,1875.0,1.59,2.33,0
51,55,0,1,0,4,2,410,720,37.0,53.0,1063.0,828.0,2.27,1.62,0
27,37,0,1,2,4,1,285,419,280.0,101.0,225.0,733.0,1.69,2.18,1
15,26,0,1,2,1,2,691,733,29.0,4.0,1385.0,5315.0,3.39,1.31,0
97,133,0,1,2,1,2,662,108,52.0,22.0,975.0,1734.0,1.55,2.45,1
42,65,0,1,0,4,2,164,410,110.0,76.0,500.0,725.0,2.04,1.79,1
74,64,3,1,0,0,2,410,49,53.0,17.0,895.0,2015.0,3.77,1.26,0
53,17,2,1,2,1,3,443,458,8.0,140.0,3860.0,410.0,1.02,17.35,1
1,5,1,1,2,0,2,510,629,26.0,45.0,1595.0,1121.0,1.47,2.69,0
45,132,2,1,1,0,4,510,77,5.0,55.0,5660.0,871.0,1.23,3.99,1
15,26,0,1,2,4,2,187,733,45.0,4.0,1001.0,5315.0,3.48,1.3,0
45,132,2,1,1,6,3,496,379,4.0,40.0,6525.0,1070.0,2.34,1.61,0
30,39,0,1,1,0,1,308,503,359.0,32.0,141.0,1282.0,2.35,1.58,1
68,47,2,1,0,0,3,121,125,104.0,26.0,563.0,1920.0,2.99,1.41,0
66,3,1,1,1,1,2,657,691,49.0,24.0,929.0,1494.0,2.54,1.5,1
56,113,3,1,2,0,2,51,30,99.0,40.0,570.0,1026.0,2.91,1.4,0
41,21,3,1,2,0,2,621,252,97.0,50.0,595.0,1016.0,2.91,1.41,1
68,47,2,1,0,2,3,642,393,1.0,34.0,10380.0,1505.0,1.06,9.83,1
23,131,3,1,2,4,2,208,733,2.0,151.0,6480.0,380.0,1.22,4.37,1
63,127,2,1,2,0,4,629,443,69.0,54.0,721.0,889.0,1.74,2.09,1
36,58,1,1,1,0,1,164,656,62.0,291.0,911.0,169.0,1.46,2.67,1
23,131,3,1,2,1,1,592,760,6.0,44.0,4615.0,1161.0,1.36,3.1,1
77,30,0,0,0,4,1,29,164,35.0,55.0,1045.0,835.0,1.56,2.4,1
57,83,3,1,0,1,2,63,271,12.0,655.0,2780.0,40.0,1.13,5.7,1
45,132,2,1,1,2,4,489,53,26.0,58.0,1675.0,853.0,1.38,3.08,1
28,97,0,1,2,0,2,436,696,69.0,91.0,718.0,606.0,2.49,1.52,0
41,21,3,1,2,1,2,733,272,7.0,104.0,4595.0,545.0,1.06,8.42,0
25,34,0,1,0,1,1,198,750,29.0,79.0,1430.0,715.0,1.3,3.46,1
74,64,3,1,0,0,2,173,247,282.0,66.0,172.0,735.0,5.42,1.14,1
23,131,3,1,2,1,2,250,684,13.0,21.0,2610.0,1645.0,1.45,2.7,0
63,127,2,1,2,2,3,49,25,21.0,15.0,2405.0,2828.0,1.83,1.99,0
84,112,0,0,2,0,1,305,283,200.0,221.0,310.0,277.0,1.57,2.38,0
91,27,3,1,2,0,1,727,132,62.0,15.0,855.0,2315.0,2.63,1.48,1
39,62,0,1,2,7,1,510,488,106.0,67.0,578.0,778.0,1.32,3.36,0
68,47,2,1,0,0,3,503,498,97.0,32.0,620.0,1690.0,1.48,2.69,1
47,71,0,1,0,1,2,314,569,81.0,6.0,649.0,4360.0,6.13,1.12,0
45,132,2,1,1,4,3,25,68,19.0,9.0,2468.0,4468.0,3.7,1.28,0
83,110,0,0,2,0,1,284,12,82.0,423.0,873.0,94.0,1.19,4.59,0
30,39,0,1,1,0,2,320,766,66.0,67.0,859.0,855.0,3.12,1.37,0
55,94,0,0,2,6,1,697,553,61.0,26.0,955.0,1430.0,1.67,2.2,1
58,93,0,0,2,4,2,30,235,53.0,10.0,814.0,2760.0,2.78,1.43,0
46,6,0,1,2,0,2,327,422,167.0,42.0,327.0,1006.0,5.39,1.15,0
81,108,3,1,2,1,1,552,652,248.0,63.0,184.0,916.0,1.79,2.01,1
63,127,2,1,2,3,3,629,250,17.0,10.0,2075.0,2555.0,2.14,1.72,1
43,50,0,1,0,4,1,153,336,79.0,47.0,711.0,1028.0,2.02,1.78,0
11,111,0,1,0,1,2,139,190,117.0,89.0,517.0,649.0,1.85,1.91,0
73,102,1,1,0,0,1,217,213,655.0,36.0,49.0,1118.0,4.08,1.23,1
12,31,1,1,2,4,2,102,569,38.0,6.0,1145.0,4510.0,4.12,1.23,0
9,92,1,1,0,1,2,529,262,49.0,65.0,915.0,736.0,1.61,2.29,1
41,21,3,1,2,3,1,379,642,132.0,10.0,493.0,3495.0,2.01,1.81,1
57,83,3,1,0,1,1,443,472,4.0,40.0,7165.0,1092.0,1.34,3.21,1
57,83,3,1,0,1,2,63,657,8.0,50.0,4510.0,894.0,1.09,7.24,1
63,127,2,1,2,1,4,766,648,127.0,27.0,468.0,1450.0,3.74,1.27,0
35,118,0,1,0,1,2,475,272,114.0,50.0,487.0,888.0,2.79,1.43,0
43,50,0,1,0,4,2,349,216,39.0,27.0,1025.0,1370.0,1.72,2.08,1
57,83,3,1,0,0,2,49,568,17.0,50.0,2015.0,903.0,1.38,2.99,1
43,50,0,1,0,0,1,15,651,98.0,58.0,546.0,810.0,2.81,1.42,1
4,11,0,1,1,1,2,292,663,75.0,45.0,725.0,1050.0,2.15,1.71,1
63,127,2,1,2,1,3,696,134,6.0,168.0,5095.0,320.0,1.01,19.03,1
41,21,3,1,2,3,1,696,147,3.0,27.0,8175.0,1991.0,1.21,4.41,1
68,47,2,1,0,1,4,165,652,2.0,59.0,7445.0,830.0,1.02,16.77,1
41,21,3,1,2,0,1,662,458,55.0,42.0,910.0,1091.0,2.95,1.4,1
1,5,1,1,2,1,1,679,406,15.0,1035.0,2350.0,10.0,1.07,8.3,1
23,131,3,1,2,0,1,524,484,23.0,90.0,2341.0,848.0,1.45,2.78,1
0,101,0,1,1,0,2,422,678,62.0,88.0,811.0,593.0,1.64,2.23,1
68,47,2,1,0,1,3,354,733,56.0,98.0,892.0,628.0,1.57,2.43,1
37,52,1,1,0,0,2,185,659,88.0,153.0,597.0,369.0,1.64,2.24,0
68,47,2,1,0,0,4,153,102,35.0,43.0,1165.0,995.0,1.58,2.34,0
45,132,2,1,1,2,4,10,437,14.0,21.0,2090.0,1605.0,1.43,2.75,1
41,21,3,1,2,0,1,22,707,40.0,86.0,1091.0,696.0,1.53,2.52,1
53,17,2,1,2,0,4,547,337,139.0,47.0,401.0,1030.0,4.42,1.21,0
52,90,0,0,2,0,1,250,393,134.0,32.0,496.0,1245.0,2.52,1.51,0
12,31,1,1,2,0,1,453,110,66.0,31.0,797.0,1500.0,1.79,2.01,0
53,17,2,1,2,0,4,647,614,112.0,164.0,502.0,313.0,1.32,3.3,1
58,93,0,0,2,0,1,55,134,190.0,51.0,313.0,857.0,4.3,1.21,0
46,6,0,1,2,0,2,524,657,395.0,88.0,110.0,670.0,2.43,1.54,1
51,55,0,1,0,4,1,141,352,57.0,106.0,989.0,576.0,1.53,2.45,1
43,50,0,1,0,1,1,427,307,337.0,33.0,118.0,1353.0,2.31,1.6,1
21,28,0,1,2,0,2,66,568,150.0,31.0,382.0,1340.0,3.06,1.36,0
55,94,0,0,2,0,1,706,7,232.0,54.0,265.0,911.0,3.59,1.28,1
8,114,0,1,0,1,1,467,551,73.0,81.0,735.0,701.0,1.77,2.01,1
75,0,1,0,2,1,2,765,623,4.0,81.0,4450.0,686.0,1.17,5.0,0
55,94,0,0,2,0,2,420,153,67.0,64.0,722.0,737.0,1.27,3.67,1
2,7,0,1,2,6,1,306,313,57.0,20.0,900.0,1770.0,1.89,1.89,1
96,32,1,1,2,1,1,306,350,36.0,86.0,1159.0,696.0,1.56,2.4,1
47,71,0,1,0,4,1,198,348,29.0,67.0,1410.0,767.0,1.48,2.62,1
53,17,2,1,2,0,4,276,560,155.0,32.0,379.0,1355.0,3.1,1.36,0
11,88,0,1,0,4,1,517,595,58.0,4.0,855.0,5005.0,4.99,1.17,0
45,132,2,1,1,3,4,472,10,44.0,8.0,1070.0,3635.0,2.33,1.62,0
25,34,0,1,0,0,1,15,111,153.0,114.0,377.0,460.0,4.35,1.21,0
59,103,3,1,2,0,1,252,132,85.0,14.0,629.0,2195.0,3.15,1.36,0
36,58,1,1,1,0,1,68,455,65.0,61.0,795.0,829.0,1.25,3.78,1
64,57,0,1,1,4,1,96,493,42.0,52.0,1035.0,915.0,2.32,1.6,1
97,133,0,1,2,1,1,348,342,78.0,416.0,757.0,110.0,1.1,6.87,1
9,23,1,1,0,4,1,513,496,58.0,3.0,1130.0,9490.0,10.93,1.05,0
56,79,3,1,2,1,1,443,223,4.0,86.0,7765.0,692.0,1.14,5.59,1
18,14,0,1,0,0,1,161,626,75.0,77.0,748.0,732.0,1.7,2.13,0
74,64,3,1,0,3,1,484,177,83.0,5.0,752.0,4440.0,6.94,1.11,0
61,19,0,1,0,1,1,540,139,26.0,72.0,1445.0,769.0,1.18,4.82,1
57,83,3,1,0,0,2,410,216,53.0,31.0,878.0,1240.0,2.78,1.42,1
73,102,1,1,0,7,1,488,29,60.0,31.0,953.0,1510.0,2.11,1.72,0
0,104,0,1,1,0,1,709,186,205.0,432.0,298.0,92.0,2.57,1.49,1
72,40,0,1,0,1,2,197,332,156.0,18.0,362.0,1875.0,2.2,1.66,1
5,44,0,0,2,4,2,235,662,19.0,98.0,1950.0,624.0,1.31,3.39,1
75,0,1,0,2,0,2,269,677,13.0,47.0,2420.0,917.0,1.51,2.5,0
29,38,1,1,2,4,1,235,472,56.0,9.0,915.0,2860.0,4.31,1.21,0
20,55,0,1,0,1,2,144,53,241.0,99.0,203.0,546.0,5.37,1.14,0
7,4,0,1,2,0,1,153,180,73.0,96.0,709.0,576.0,2.09,1.73,0
5,44,0,0,2,6,1,236,49,77.0,60.0,693.0,906.0,2.94,1.39,0
23,131,3,1,2,0,1,651,379,47.0,27.0,1032.0,1475.0,3.38,1.32,0
25,34,0,1,0,1,1,568,131,84.0,93.0,688.0,638.0,2.09,1.73,0
41,21,3,1,2,2,1,102,337,16.0,29.0,2550.0,1830.0,1.73,2.11,0
41,21,3,1,2,0,2,529,222,40.0,136.0,1040.0,426.0,2.01,1.78,0
35,118,0,1,0,0,2,289,383,209.0,115.0,231.0,470.0,2.3,1.59,0
59,103,3,1,2,4,2,49,208,16.0,3.0,2335.0,6545.0,6.33,1.12,0
56,113,3,1,2,1,2,765,324,52.0,36.0,886.0,1190.0,1.72,2.1,0
58,93,0,0,2,4,1,145,265,131.0,46.0,466.0,1190.0,2.82,1.42,1
43,50,0,1,0,0,1,393,475,68.0,67.0,710.0,716.0,2.15,1.68,1
36,58,1,1,1,0,1,696,141,25.0,56.0,1920.0,1004.0,1.27,3.7,1
12,31,1,1,2,0,1,609,163,59.0,8.0,862.0,3755.0,4.21,1.24,0
87,78,0,1,1,0,2,274,427,55.0,344.0,857.0,132.0,1.34,3.17,1
45,132,2,1,1,1,4,489,374,39.0,42.0,1090.0,1013.0,1.6,2.31,0
28,97,0,1,2,0,1,63,349,71.0,34.0,715.0,1125.0,2.44,1.59,1
43,50,0,1,0,4,1,29,467,72.0,120.0,815.0,531.0,1.45,2.71,1
48,85,3,1,0,4,1,25,765,10.0,3.0,3625.0,7420.0,2.65,1.48,0
41,21,3,1,2,1,1,626,337,65.0,15.0,820.0,2300.0,3.67,1.29,1
48,85,3,1,0,1,1,592,31,8.0,136.0,3830.0,460.0,1.2,4.54,1
94,128,1,0,2,0,2,592,262,180.0,87.0,279.0,619.0,2.21,1.65,1
45,132,2,1,1,0,4,271,59,258.0,124.0,205.0,457.0,1.42,2.86,0
60,69,0,0,2,1,1,332,121,87.0,25.0,621.0,1455.0,3.39,1.31,0
10,119,1,0,2,0,2,679,208,76.0,2.0,663.0,8505.0,10.32,1.05,0
41,21,3,1,2,3,2,684,350,35.0,124.0,1150.0,448.0,1.33,3.22,1
68,47,2,1,0,2,3,765,164,6.0,55.0,6990.0,1168.0,1.16,5.4,1
86,116,0,0,2,0,2,747,422,82.0,53.0,676.0,846.0,2.1,1.71,0
68,47,2,1,0,0,3,442,248,168.0,75.0,353.0,740.0,1.73,2.12,0
68,47,2,1,0,0,4,367,383,53.0,81.0,855.0,701.0,2.47,1.54,0
71,99,1,1,1,1,1,222,422,8.0,46.0,3515.0,892.0,1.29,3.53,0
27,37,0,1,2,1,2,747,260,56.0,101.0,834.0,545.0,1.18,4.61,1
45,132,2,1,1,4,4,208,121,3.0,13.0,6425.0,2695.0,1.28,3.69,1
45,132,2,1,1,0,4,529,327,47.0,155.0,1010.0,366.0,1.43,2.86,1
29,38,1,1,2,0,1,49,566,18.0,137.0,1955.0,425.0,1.07,8.41,1
51,55,0,1,0,0,2,189,153,667.0,82.0,38.0,655.0,10.43,1.04,1
2,7,0,1,2,1,1,80,698,70.0,179.0,762.0,323.0,1.46,2.68,1
53,17,2,1,2,0,3,720,213,293.0,34.0,188.0,1233.0,7.49,1.09,0
12,31,1,1,2,0,1,279,4,53.0,2.0,923.0,8535.0,11.0,1.04,0
41,21,3,1,2,0,1,177,516,37.0,66.0,1151.0,819.0,1.21,4.43,0
45,132,2,1,1,0,4,78,187,204.0,17.0,286.0,1950.0,5.01,1.17,0
45,132,2,1,1,1,4,697,568,12.0,65.0,2565.0,758.0,1.02,14.03,1
48,85,3,1,0,0,1,139,727,85.0,62.0,717.0,857.0,1.89,1.9,1
88,13,0,1,2,1,2,180,114,134.0,31.0,447.0,1255.0,3.14,1.35,0
88,120,0,1,2,1,1,592,511,84.0,75.0,655.0,701.0,1.57,2.4,0
45,132,2,1,1,0,4,657,511,94.0,122.0,635.0,506.0,1.24,4.05,1
23,131,3,1,2,2,2,208,10,3.0,15.0,8065.0,1955.0,1.11,6.41,1
10,119,1,0,2,6,2,235,496,11.0,7.0,2580.0,4330.0,3.13,1.36,0
10,119,1,0,2,0,2,272,116,44.0,366.0,1075.0,117.0,1.19,4.58,1
63,127,2,1,2,1,3,513,131,76.0,103.0,727.0,569.0,1.07,8.71,1
63,127,2,1,2,2,3,642,498,13.0,69.0,3020.0,699.0,1.32,3.4,1
13,24,0,0,2,0,1,166,355,781.0,101.0,30.0,607.0,4.89,1.17,0
23,131,3,1,2,1,1,235,153,56.0,66.0,930.0,876.0,1.32,3.39,1
68,20,3,0,2,0,1,110,472,21.0,79.0,1680.0,727.0,2.88,1.41,1
40,126,0,1,0,0,2,197,266,56.0,93.0,861.0,578.0,1.44,2.7,0
53,17,2,1,2,2,3,165,163,5.0,28.0,5070.0,1395.0,1.2,4.59,1
45,132,2,1,1,0,4,560,678,13.0,101.0,2130.0,575.0,1.14,5.86,1
68,47,2,1,0,0,3,490,696,109.0,6.0,563.0,5385.0,6.91,1.1,0
63,127,2,1,2,0,3,488,728,77.0,95.0,732.0,601.0,1.46,2.73,1
9,23,1,1,0,1,1,595,488,6.0,110.0,4025.0,560.0,1.11,6.67,1
68,47,2,1,0,0,3,657,640,111.0,33.0,512.0,1235.0,5.91,1.14,0
96,32,1,1,2,0,2,51,200,96.0,82.0,612.0,695.0,2.1,1.72,0
99,134,0,1,2,0,1,24,511,149.0,46.0,417.0,1025.0,2.6,1.49,0
55,94,0,0,2,0,1,40,651,166.0,51.0,362.0,1046.0,2.8,1.42,0
45,132,2,1,1,4,3,165,223,1.0,48.0,12113.0,1344.0,1.03,13.22,1
63,127,2,1,2,0,4,132,720,61.0,55.0,796.0,885.0,1.57,2.42,1
45,132,2,1,1,0,3,438,80,181.0,94.0,321.0,638.0,1.62,2.32,1
57,83,3,1,0,4,1,147,165,11.0,1.0,3355.0,9725.0,4.04,1.24,0
53,17,2,1,2,1,3,732,353,138.0,31.0,413.0,1325.0,4.38,1.22,0
68,47,2,1,0,0,4,660,493,128.0,2.0,459.0,8435.0,16.32,1.02,0
68,47,2,1,0,0,3,216,551,51.0,102.0,976.0,616.0,1.58,2.41,1
27,37,0,1,2,0,1,185,286,108.0,433.0,520.0,73.0,1.34,3.24,0
87,78,0,1,1,0,2,662,381,53.0,109.0,883.0,499.0,1.75,2.05,1
45,132,2,1,1,2,4,235,163,20.0,11.0,1610.0,2600.0,2.13,1.71,1
9,92,1,1,0,0,2,490,652,174.0,67.0,322.0,805.0,2.44,1.56,1
93,35,0,1,0,4,1,494,383,17.0,53.0,2265.0,921.0,1.33,3.23,1
99,134,0,1,2,0,1,761,233,903.0,102.0,18.0,596.0,9.35,1.06,0
42,65,0,1,0,1,2,58,314,74.0,66.0,672.0,750.0,1.5,2.53,1
45,132,2,1,1,1,4,269,185,138.0,23.0,402.0,1665.0,3.02,1.39,1
73,102,1,1,0,1,2,153,347,63.0,38.0,771.0,1105.0,2.27,1.6,1
68,47,2,1,0,3,3,651,618,46.0,14.0,1075.0,2505.0,5.26,1.16,0
48,85,3,1,0,0,1,132,553,15.0,28.0,2525.0,1385.0,1.42,2.88,0
90,100,1,1,2,0,2,222,471,58.0,89.0,819.0,650.0,1.8,1.98,0
81,108,3,1,2,2,2,10,510,10.0,6.0,2475.0,4710.0,2.97,1.38,1
68,20,3,0,2,0,1,697,592,35.0,22.0,1230.0,1606.0,2.0,1.8,1
64,57,0,1,1,6,1,90,678,152.0,71.0,487.0,982.0,1.93,1.87,1
11,88,0,1,0,0,1,720,104,81.0,96.0,897.0,803.0,1.92,1.87,1
53,17,2,1,2,0,3,365,29,84.0,44.0,633.0,975.0,1.33,3.38,1
61,19,0,1,0,1,1,526,524,62.0,17.0,893.0,2475.0,2.4,1.56,1
0,101,0,1,1,6,2,235,684,30.0,181.0,1395.0,316.0,1.47,2.69,1
27,37,0,1,2,0,2,140,684,57.0,31.0,842.0,1285.0,1.86,1.91,1
7,4,0,1,2,4,1,276,90,64.0,48.0,771.0,920.0,1.93,1.86,0
73,102,1,1,0,0,2,609,101,60.0,72.0,860.0,728.0,3.05,1.38,1
63,127,2,1,2,0,4,114,464,55.0,384.0,825.0,118.0,1.09,7.5,1
86,116,0,0,2,0,2,746,765,617.0,83.0,49.0,627.0,7.39,1.08,0
10,119,1,0,2,0,2,49,370,21.0,82.0,1935.0,639.0,1.31,3.43,1
41,21,3,1,2,3,2,510,747,5.0,60.0,4730.0,801.0,1.1,6.86,1
5,44,0,0,2,1,1,642,472,119.0,13.0,466.0,2410.0,3.19,1.35,1
96,32,1,1,2,1,2,62,135,86.0,30.0,586.0,1170.0,1.3,3.46,1
40,126,0,1,0,1,1,560,464,114.0,226.0,610.0,244.0,1.53,2.49,0
52,90,0,0,2,7,2,379,121,41.0,12.0,990.0,2495.0,1.58,2.35,1
53,17,2,1,2,0,3,164,107,33.0,122.0,1250.0,529.0,1.79,2.04,0
45,132,2,1,1,2,3,223,443,67.0,3.0,777.0,5890.0,4.37,1.22,0
85,115,0,0,2,0,1,164,316,52.0,46.0,1137.0,1253.0,3.39,1.32,0
45,132,2,1,1,0,3,382,4,269.0,3.0,212.0,8130.0,21.99,1.01,0
81,108,3,1,2,0,1,223,744,57.0,260.0,887.0,229.0,1.21,4.46,1
53,17,2,1,2,0,4,272,46,65.0,138.0,762.0,432.0,1.4,2.9,0
93,67,0,1,0,4,2,65,114,87.0,38.0,657.0,1210.0,2.2,1.65,1
56,79,3,1,2,2,1,353,336,38.0,48.0,1269.0,1056.0,1.98,1.82,0
71,99,1,1,1,1,1,121,618,15.0,23.0,2395.0,1440.0,1.18,4.79,0
41,21,3,1,2,0,2,47,609,83.0,59.0,666.0,893.0,2.49,1.55,0
41,21,3,1,2,1,1,439,593,53.0,8.0,865.0,3321.0,3.23,1.35,0
56,79,3,1,2,1,1,696,235,3.0,40.0,5770.0,960.0,1.18,4.75,1
78,25,0,0,0,0,2,190,413,98.0,544.0,584.0,63.0,1.23,4.06,1
84,112,0,0,2,0,1,477,583,152.0,110.0,401.0,571.0,2.7,1.46,0
29,38,1,1,2,6,2,553,493,15.0,1.0,2261.0,11540.0,5.96,1.13,0
63,131,3,1,2,0,1,651,609,46.0,55.0,1030.0,923.0,2.54,1.52,0
57,83,3,1,0,0,1,153,490,34.0,105.0,1279.0,663.0,3.44,1.31,1
56,113,3,1,2,1,1,422,443,55.0,15.0,900.0,2230.0,3.42,1.31,0
36,53,1,1,1,4,2,208,436,5.0,134.0,4765.0,410.0,1.08,8.25,1
97,133,0,1,2,2,2,135,102,20.0,49.0,1745.0,905.0,1.57,2.39,0
5,44,0,0,2,1,1,640,439,32.0,84.0,1265.0,681.0,1.46,2.73,1
53,17,2,1,2,2,3,265,696,63.0,4.0,789.0,5715.0,7.71,1.09,0
29,38,1,1,2,1,1,485,443,29.0,6.0,1580.0,4030.0,2.89,1.4,0
61,19,0,1,0,6,2,540,119,158.0,78.0,359.0,659.0,2.47,1.54,1
90,100,1,1,2,4,2,733,358,4.0,124.0,6005.0,450.0,1.13,5.82,1
41,21,3,1,2,1,2,332,324,24.0,44.0,1500.0,971.0,1.72,2.07,0
31,82,0,1,0,0,1,678,82,61.0,331.0,1042.0,150.0,2.41,1.56,0
24,138,0,0,2,0,1,380,7,139.0,122.0,435.0,501.0,2.21,1.65,1
85,115,0,0,2,1,1,331,337,117.0,17.0,534.0,2200.0,4.09,1.23,0
55,94,0,0,2,0,2,93,434,68.0,69.0,753.0,751.0,2.1,1.71,1
48,85,3,1,0,0,2,719,471,52.0,98.0,900.0,575.0,1.64,2.24,1
73,102,1,1,0,0,1,53,108,83.0,17.0,675.0,2091.0,2.32,1.61,1
53,17,2,1,2,0,3,680,703,121.0,94.0,493.0,624.0,1.15,5.36,1
29,38,1,1,2,2,1,383,223,26.0,44.0,1895.0,1382.0,2.63,1.47,0
0,104,0,1,1,4,1,569,147,197.0,9.0,305.0,3845.0,3.25,1.34,0
