p1_rank,p2_rank,p1_winrate,p2_winrate,surface,target
215.0,86.0,0.3333333333333333,0.2222222222222222,1,1
86.0,215.0,0.2222222222222222,0.3333333333333333,1,0
47.0,116.0,0.5205479452054794,0.3,1,1
116.0,47.0,0.3,0.5205479452054794,1,0
82.0,27.0,0.35714285714285715,0.5657894736842105,1,1
27.0,82.0,0.5657894736842105,0.35714285714285715,1,0
83.0,109.0,0.35,0.5135135135135135,1,1
109.0,83.0,0.5135135135135135,0.35,1,0
56.0,159.0,0.5268817204301075,0.2777777777777778,1,1
159.0,56.0,0.2777777777777778,0.5268817204301075,1,0
66.0,108.0,0.4318181818181818,0.36363636363636365,1,1
108.0,66.0,0.36363636363636365,0.4318181818181818,1,0
123.0,141.0,0.6,0.42105263157894735,1,1
141.0,123.0,0.42105263157894735,0.6,1,0
24.0,77.0,0.5824175824175825,0.48,1,1
77.0,24.0,0.48,0.5824175824175825,1,0
142.0,34.0,0.1,0.4880952380952381,1,1
34.0,142.0,0.4880952380952381,0.1,1,0
153.0,63.0,0.4,0.3333333333333333,1,1
63.0,153.0,0.3333333333333333,0.4,1,0
22.0,87.0,0.6145833333333334,0.4090909090909091,1,1
87.0,22.0,0.4090909090909091,0.6145833333333334,1,0
156.0,215.0,0.4090909090909091,0.3333333333333333,1,1
215.0,156.0,0.3333333333333333,0.4090909090909091,1,0
83.0,82.0,0.35,0.35714285714285715,1,1
82.0,83.0,0.35714285714285715,0.35,1,0
56.0,151.0,0.5268817204301075,0.0,1,1
151.0,56.0,0.0,0.5268817204301075,1,0
66.0,44.0,0.4318181818181818,0.5076923076923077,1,1
44.0,66.0,0.5076923076923077,0.4318181818181818,1,0
24.0,123.0,0.5824175824175825,0.6,1,1
123.0,24.0,0.6,0.5824175824175825,1,0
153.0,142.0,0.4,0.1,1,1
142.0,153.0,0.1,0.4,1,0
47.0,156.0,0.5205479452054794,0.4090909090909091,1,1
156.0,47.0,0.4090909090909091,0.5205479452054794,1,0
83.0,56.0,0.35,0.5268817204301075,1,1
56.0,83.0,0.5268817204301075,0.35,1,0
24.0,66.0,0.5824175824175825,0.4318181818181818,1,1
66.0,24.0,0.4318181818181818,0.5824175824175825,1,0
153.0,22.0,0.4,0.6145833333333334,1,1
22.0,153.0,0.6145833333333334,0.4,1,0
47.0,83.0,0.5205479452054794,0.35,1,1
83.0,47.0,0.35,0.5205479452054794,1,0
24.0,153.0,0.5824175824175825,0.4,1,1
153.0,24.0,0.4,0.5824175824175825,1,0
47.0,24.0,0.5205479452054794,0.5824175824175825,1,1
24.0,47.0,0.5824175824175825,0.5205479452054794,1,0
147.0,522.0,0.4117647058823529,0.42857142857142855,1,1
522.0,147.0,0.42857142857142855,0.4117647058823529,1,0
162.0,161.0,1.0,0.2777777777777778,1,1
161.0,162.0,0.2777777777777778,1.0,1,0
162.0,147.0,1.0,0.4117647058823529,1,1
147.0,162.0,0.4117647058823529,1.0,1,0
172.0,225.0,0.4444444444444444,0.0,1,1
225.0,172.0,0.0,0.4444444444444444,1,0
97.0,175.0,0.4142857142857143,0.3333333333333333,1,1
175.0,97.0,0.3333333333333333,0.4142857142857143,1,0
172.0,97.0,0.4444444444444444,0.4142857142857143,1,1
97.0,172.0,0.4142857142857143,0.4444444444444444,1,0
225.0,175.0,0.0,0.3333333333333333,1,1
175.0,225.0,0.3333333333333333,0.0,1,0
217.0,427.0,0.3333333333333333,0.6666666666666666,2,1
427.0,217.0,0.6666666666666666,0.3333333333333333,2,0
20.0,163.0,0.5333333333333333,0.5,3,1
163.0,20.0,0.5,0.5333333333333333,3,0
15.0,185.0,0.6379310344827587,0.5,3,1
185.0,15.0,0.5,0.6379310344827587,3,0
46.0,185.0,0.44,0.5,3,1
185.0,46.0,0.5,0.44,3,0
122.0,431.0,0.6,0.6,1,1
431.0,122.0,0.6,0.6,1,0
124.0,165.0,0.2857142857142857,0.7272727272727273,1,1
165.0,124.0,0.7272727272727273,0.2857142857142857,1,0
193.0,95.0,0.34615384615384615,0.4067796610169492,3,1
95.0,193.0,0.4067796610169492,0.34615384615384615,3,0
103.0,132.0,0.4057971014492754,0.3076923076923077,3,1
132.0,103.0,0.3076923076923077,0.4057971014492754,3,0
105.0,95.0,0.3333333333333333,0.4067796610169492,3,1
95.0,105.0,0.4067796610169492,0.3333333333333333,3,0
84.0,195.0,0.42857142857142855,0.5,3,1
195.0,84.0,0.5,0.42857142857142855,3,0
85.0,108.0,0.4,0.3333333333333333,3,1
108.0,85.0,0.3333333333333333,0.4,3,0
414.0,84.0,0.42857142857142855,0.42857142857142855,3,1
84.0,414.0,0.42857142857142855,0.42857142857142855,3,0
85.0,195.0,0.4,0.5,3,1
195.0,85.0,0.5,0.4,3,0
665.0,530.0,0.6666666666666666,0.25,1,1
530.0,665.0,0.25,0.6666666666666666,1,0
623.0,387.0,0.41935483870967744,0.4,0,1
387.0,623.0,0.4,0.41935483870967744,0,0
423.0,410.0,0.25,0.6666666666666666,1,1
410.0,423.0,0.6666666666666666,0.25,1,0
80.0,384.0,0.48936170212765956,0.25,1,1
384.0,80.0,0.25,0.48936170212765956,1,0
210.0,135.0,0.40625,0.6666666666666666,1,1
135.0,210.0,0.6666666666666666,0.40625,1,0
80.0,210.0,0.48936170212765956,0.40625,1,1
210.0,80.0,0.40625,0.48936170212765956,1,0
78.0,10.0,0.41025641025641024,0.6708860759493671,3,1
10.0,78.0,0.6708860759493671,0.41025641025641024,3,0
21.0,50.0,0.5333333333333333,0.4578313253012048,3,1
50.0,21.0,0.4578313253012048,0.5333333333333333,3,0
10.0,50.0,0.6708860759493671,0.4578313253012048,3,1
50.0,10.0,0.4578313253012048,0.6708860759493671,3,0
67.0,405.0,0.37037037037037035,0.23076923076923078,1,1
405.0,67.0,0.23076923076923078,0.37037037037037035,1,0
81.0,240.0,0.43333333333333335,0.21052631578947367,1,1
240.0,81.0,0.21052631578947367,0.43333333333333335,1,0
67.0,81.0,0.37037037037037035,0.43333333333333335,1,1
81.0,67.0,0.43333333333333335,0.37037037037037035,1,0
405.0,240.0,0.23076923076923078,0.21052631578947367,1,1
240.0,405.0,0.21052631578947367,0.23076923076923078,1,0
40.0,52.0,0.5352112676056338,0.5121951219512195,1,1
52.0,40.0,0.5121951219512195,0.5352112676056338,1,0
36.0,94.0,0.5308641975308642,0.55,1,1
94.0,36.0,0.55,0.5308641975308642,1,0
40.0,36.0,0.5352112676056338,0.5308641975308642,1,1
36.0,40.0,0.5308641975308642,0.5352112676056338,1,0
26.0,12.0,0.6419753086419753,0.6333333333333333,3,1
12.0,26.0,0.6333333333333333,0.6419753086419753,3,0
16.0,54.0,0.6288659793814433,0.48863636363636365,3,1
54.0,16.0,0.48863636363636365,0.6288659793814433,3,0
12.0,16.0,0.6333333333333333,0.6288659793814433,3,1
16.0,12.0,0.6288659793814433,0.6333333333333333,3,0
54.0,26.0,0.48863636363636365,0.6419753086419753,3,1
26.0,54.0,0.6419753086419753,0.48863636363636365,3,0
95.0,136.0,0.39344262295081966,0.2962962962962963,1,1
136.0,95.0,0.2962962962962963,0.39344262295081966,1,0
165.0,126.0,0.4444444444444444,0.375,1,1
126.0,165.0,0.375,0.4444444444444444,1,0
60.0,129.0,0.44680851063829785,0.375,1,1
129.0,60.0,0.375,0.44680851063829785,1,0
139.0,97.0,0.6,0.4166666666666667,1,1
97.0,139.0,0.4166666666666667,0.6,1,0
99.0,94.0,0.43902439024390244,0.5409836065573771,1,1
94.0,99.0,0.5409836065573771,0.43902439024390244,1,0
105.0,51.0,0.5,0.4375,1,1
51.0,105.0,0.4375,0.5,1,0
157.0,135.0,0.2222222222222222,0.5714285714285714,1,1
135.0,157.0,0.5714285714285714,0.2222222222222222,1,0
110.0,30.0,0.5714285714285714,0.6138613861386139,1,1
30.0,110.0,0.6138613861386139,0.5714285714285714,1,0
95.0,73.0,0.39344262295081966,0.25,1,1
73.0,95.0,0.25,0.39344262295081966,1,0
60.0,165.0,0.44680851063829785,0.4444444444444444,1,1
165.0,60.0,0.4444444444444444,0.44680851063829785,1,0
66.0,139.0,0.3269230769230769,0.6,1,1
139.0,66.0,0.6,0.3269230769230769,1,0
99.0,49.0,0.43902439024390244,0.4659090909090909,1,1
49.0,99.0,0.4659090909090909,0.43902439024390244,1,0
157.0,105.0,0.2222222222222222,0.5,1,1
105.0,157.0,0.5,0.2222222222222222,1,0
95.0,110.0,0.39344262295081966,0.5714285714285714,1,1
110.0,95.0,0.5714285714285714,0.39344262295081966,1,0
60.0,31.0,0.44680851063829785,0.4878048780487805,1,1
31.0,60.0,0.4878048780487805,0.44680851063829785,1,0
99.0,66.0,0.43902439024390244,0.3269230769230769,1,1
66.0,99.0,0.3269230769230769,0.43902439024390244,1,0
21.0,157.0,0.5384615384615384,0.2222222222222222,1,1
157.0,21.0,0.2222222222222222,0.5384615384615384,1,0
95.0,60.0,0.39344262295081966,0.44680851063829785,1,1
60.0,95.0,0.44680851063829785,0.39344262295081966,1,0
21.0,99.0,0.5384615384615384,0.43902439024390244,1,1
99.0,21.0,0.43902439024390244,0.5384615384615384,1,0
21.0,95.0,0.5384615384615384,0.39344262295081966,1,1
95.0,21.0,0.39344262295081966,0.5384615384615384,1,0
146.0,88.0,0.4,0.38095238095238093,1,1
88.0,146.0,0.38095238095238093,0.4,1,0
83.0,91.0,0.43548387096774194,0.1,1,1
91.0,83.0,0.1,0.43548387096774194,1,0
115.0,159.0,0.2857142857142857,0.2631578947368421,1,1
159.0,115.0,0.2631578947368421,0.2857142857142857,1,0
123.0,79.0,0.26666666666666666,0.4177215189873418,1,1
79.0,123.0,0.4177215189873418,0.26666666666666666,1,0
138.0,121.0,0.14285714285714285,0.38461538461538464,1,1
121.0,138.0,0.38461538461538464,0.14285714285714285,1,0
103.0,198.0,0.375,0.3333333333333333,1,1
198.0,103.0,0.3333333333333333,0.375,1,0
131.0,76.0,0.425531914893617,0.36666666666666664,1,1
76.0,131.0,0.36666666666666664,0.425531914893617,1,0
107.0,122.0,0.3076923076923077,0.4827586206896552,1,1
122.0,107.0,0.4827586206896552,0.3076923076923077,1,0
421.0,113.0,0.45454545454545453,0.2962962962962963,1,1
113.0,421.0,0.2962962962962963,0.45454545454545453,1,0
104.0,23.0,0.375,0.6161616161616161,1,1
23.0,104.0,0.6161616161616161,0.375,1,0
83.0,146.0,0.43548387096774194,0.4,1,1
146.0,83.0,0.4,0.43548387096774194,1,0
123.0,115.0,0.26666666666666666,0.2857142857142857,1,1
115.0,123.0,0.2857142857142857,0.26666666666666666,1,0
86.0,138.0,0.21621621621621623,0.14285714285714285,1,1
138.0,86.0,0.14285714285714285,0.21621621621621623,1,0
48.0,103.0,0.37735849056603776,0.375,1,1
103.0,48.0,0.375,0.37735849056603776,1,0
107.0,131.0,0.3076923076923077,0.425531914893617,1,1
131.0,107.0,0.425531914893617,0.3076923076923077,1,0
421.0,9.0,0.45454545454545453,0.6746031746031746,1,1
9.0,421.0,0.6746031746031746,0.45454545454545453,1,0
83.0,104.0,0.43548387096774194,0.375,1,1
104.0,83.0,0.375,0.43548387096774194,1,0
48.0,86.0,0.37735849056603776,0.21621621621621623,1,1
86.0,48.0,0.21621621621621623,0.37735849056603776,1,0
107.0,421.0,0.3076923076923077,0.45454545454545453,1,1
421.0,107.0,0.45454545454545453,0.3076923076923077,1,0
123.0,83.0,0.26666666666666666,0.43548387096774194,1,1
83.0,123.0,0.43548387096774194,0.26666666666666666,1,0
48.0,107.0,0.37735849056603776,0.3076923076923077,1,1
107.0,48.0,0.3076923076923077,0.37735849056603776,1,0
48.0,123.0,0.37735849056603776,0.26666666666666666,1,1
123.0,48.0,0.26666666666666666,0.37735849056603776,1,0
71.0,133.0,0.4146341463414634,0.37037037037037035,3,1
133.0,71.0,0.37037037037037035,0.4146341463414634,3,0
106.0,98.0,0.3076923076923077,0.42857142857142855,3,1
98.0,106.0,0.42857142857142855,0.3076923076923077,3,0
90.0,74.0,0.2222222222222222,0.47619047619047616,3,1
74.0,90.0,0.47619047619047616,0.2222222222222222,3,0
153.0,147.0,0.26666666666666666,0.2857142857142857,3,1
147.0,153.0,0.2857142857142857,0.26666666666666666,3,0
93.0,75.0,0.3888888888888889,0.40540540540540543,3,1
75.0,93.0,0.40540540540540543,0.3888888888888889,3,0
67.0,62.0,0.4090909090909091,0.425,3,1
62.0,67.0,0.425,0.4090909090909091,3,0
82.0,96.0,0.36363636363636365,0.36363636363636365,3,1
96.0,82.0,0.36363636363636365,0.36363636363636365,3,0
437.0,154.0,0.14285714285714285,0.39655172413793105,3,1
154.0,437.0,0.39655172413793105,0.14285714285714285,3,0
57.0,269.0,0.4782608695652174,0.3333333333333333,3,1
269.0,57.0,0.3333333333333333,0.4782608695652174,3,0
55.0,156.0,0.5104166666666666,0.2,3,1
156.0,55.0,0.2,0.5104166666666666,3,0
158.0,59.0,0.35,0.4166666666666667,3,1
59.0,158.0,0.4166666666666667,0.35,3,0
65.0,100.0,0.4358974358974359,0.35555555555555557,3,1
100.0,65.0,0.35555555555555557,0.4358974358974359,3,0
205.0,120.0,0.4,0.3870967741935484,3,1
120.0,205.0,0.3870967741935484,0.4,3,0
17.0,71.0,0.6707317073170732,0.4146341463414634,3,1
71.0,17.0,0.4146341463414634,0.6707317073170732,3,0
53.0,106.0,0.4888888888888889,0.3076923076923077,3,1
106.0,53.0,0.3076923076923077,0.4888888888888889,3,0
37.0,90.0,0.525,0.2222222222222222,3,1
90.0,37.0,0.2222222222222222,0.525,3,0
29.0,108.0,0.5301204819277109,0.2222222222222222,3,1
108.0,29.0,0.2222222222222222,0.5301204819277109,3,0
24.0,153.0,0.5316455696202531,0.26666666666666666,3,1
153.0,24.0,0.26666666666666666,0.5316455696202531,3,0
36.0,93.0,0.5851063829787234,0.3888888888888889,3,1
93.0,36.0,0.3888888888888889,0.5851063829787234,3,0
63.0,33.0,0.37037037037037035,0.6,3,1
33.0,63.0,0.6,0.37037037037037035,3,0
27.0,67.0,0.5584415584415584,0.4090909090909091,3,1
67.0,27.0,0.4090909090909091,0.5584415584415584,3,0
26.0,102.0,0.6385542168674698,0.2608695652173913,3,1
102.0,26.0,0.2608695652173913,0.6385542168674698,3,0
82.0,40.0,0.36363636363636365,0.5842696629213483,3,1
40.0,82.0,0.5842696629213483,0.36363636363636365,3,0
35.0,437.0,0.5681818181818182,0.14285714285714285,3,1
437.0,35.0,0.14285714285714285,0.5681818181818182,3,0
19.0,57.0,0.5849056603773585,0.4782608695652174,3,1
57.0,19.0,0.4782608695652174,0.5849056603773585,3,0
25.0,55.0,0.5454545454545454,0.5104166666666666,3,1
55.0,25.0,0.5104166666666666,0.5454545454545454,3,0
158.0,34.0,0.35,0.5510204081632653,3,1
34.0,158.0,0.5510204081632653,0.35,3,0
41.0,65.0,0.5657894736842105,0.4358974358974359,3,1
65.0,41.0,0.4358974358974359,0.5657894736842105,3,0
16.0,205.0,0.6262626262626263,0.4,3,1
205.0,16.0,0.4,0.6262626262626263,3,0
17.0,53.0,0.6707317073170732,0.4888888888888889,3,1
53.0,17.0,0.4888888888888889,0.6707317073170732,3,0
29.0,37.0,0.5301204819277109,0.525,3,1
37.0,29.0,0.525,0.5301204819277109,3,0
24.0,36.0,0.5316455696202531,0.5851063829787234,3,1
36.0,24.0,0.5851063829787234,0.5316455696202531,3,0
27.0,63.0,0.5584415584415584,0.37037037037037035,3,1
63.0,27.0,0.37037037037037035,0.5584415584415584,3,0
26.0,82.0,0.6385542168674698,0.36363636363636365,3,1
82.0,26.0,0.36363636363636365,0.6385542168674698,3,0
35.0,19.0,0.5681818181818182,0.5849056603773585,3,1
19.0,35.0,0.5849056603773585,0.5681818181818182,3,0
25.0,158.0,0.5454545454545454,0.35,3,1
158.0,25.0,0.35,0.5454545454545454,3,0
16.0,41.0,0.6262626262626263,0.5657894736842105,3,1
41.0,16.0,0.5657894736842105,0.6262626262626263,3,0
17.0,29.0,0.6707317073170732,0.5301204819277109,3,1
29.0,17.0,0.5301204819277109,0.6707317073170732,3,0
27.0,24.0,0.5584415584415584,0.5316455696202531,3,1
24.0,27.0,0.5316455696202531,0.5584415584415584,3,0
35.0,26.0,0.5681818181818182,0.6385542168674698,3,1
26.0,35.0,0.6385542168674698,0.5681818181818182,3,0
25.0,16.0,0.5454545454545454,0.6262626262626263,3,1
16.0,25.0,0.6262626262626263,0.5454545454545454,3,0
17.0,27.0,0.6707317073170732,0.5584415584415584,3,1
27.0,17.0,0.5584415584415584,0.6707317073170732,3,0
35.0,25.0,0.5681818181818182,0.5454545454545454,3,1
25.0,35.0,0.5454545454545454,0.5681818181818182,3,0
17.0,35.0,0.6707317073170732,0.5681818181818182,3,1
35.0,17.0,0.5681818181818182,0.6707317073170732,3,0
117.0,292.0,0.5066666666666667,0.3333333333333333,1,1
292.0,117.0,0.3333333333333333,0.5066666666666667,1,0
124.0,85.0,0.6666666666666666,0.41935483870967744,1,1
85.0,124.0,0.41935483870967744,0.6666666666666666,1,0
87.0,142.0,0.391304347826087,0.22727272727272727,1,1
142.0,87.0,0.22727272727272727,0.391304347826087,1,0
81.0,45.0,0.5102040816326531,0.5074626865671642,1,1
45.0,81.0,0.5074626865671642,0.5102040816326531,1,0
111.0,176.0,0.25,0.16666666666666666,1,1
176.0,111.0,0.16666666666666666,0.25,1,0
56.0,52.0,0.4473684210526316,0.5060240963855421,1,1
52.0,56.0,0.5060240963855421,0.4473684210526316,1,0
72.0,54.0,0.4375,0.53125,1,1
54.0,72.0,0.53125,0.4375,1,0
32.0,117.0,0.5094339622641509,0.5066666666666667,1,1
117.0,32.0,0.5066666666666667,0.5094339622641509,1,0
124.0,28.0,0.6666666666666666,0.5454545454545454,1,1
28.0,124.0,0.5454545454545454,0.6666666666666666,1,0
87.0,50.0,0.391304347826087,0.4470588235294118,1,1
50.0,87.0,0.4470588235294118,0.391304347826087,1,0
81.0,111.0,0.5102040816326531,0.25,1,1
111.0,81.0,0.25,0.5102040816326531,1,0
39.0,109.0,0.5301204819277109,0.47368421052631576,1,1
109.0,39.0,0.47368421052631576,0.5301204819277109,1,0
56.0,101.0,0.4473684210526316,0.4142857142857143,1,1
101.0,56.0,0.4142857142857143,0.4473684210526316,1,0
72.0,20.0,0.4375,0.59375,1,1
20.0,72.0,0.59375,0.4375,1,0
124.0,32.0,0.6666666666666666,0.5094339622641509,1,1
32.0,124.0,0.5094339622641509,0.6666666666666666,1,0
87.0,38.0,0.391304347826087,0.4823529411764706,1,1
38.0,87.0,0.4823529411764706,0.391304347826087,1,0
39.0,81.0,0.5301204819277109,0.5102040816326531,1,1
81.0,39.0,0.5102040816326531,0.5301204819277109,1,0
72.0,56.0,0.4375,0.4473684210526316,1,1
56.0,72.0,0.4473684210526316,0.4375,1,0
124.0,87.0,0.6666666666666666,0.391304347826087,1,1
87.0,124.0,0.391304347826087,0.6666666666666666,1,0
39.0,72.0,0.5301204819277109,0.4375,1,1
72.0,39.0,0.4375,0.5301204819277109,1,0
39.0,124.0,0.5301204819277109,0.6666666666666666,1,1
124.0,39.0,0.6666666666666666,0.5301204819277109,1,0
61.0,58.0,0.34545454545454546,0.4,3,1
58.0,61.0,0.4,0.34545454545454546,3,0
57.0,38.0,0.4788732394366197,0.524390243902439,3,1
38.0,57.0,0.524390243902439,0.4788732394366197,3,0
26.0,102.0,0.6395348837209303,0.34782608695652173,3,1
102.0,26.0,0.34782608695652173,0.6395348837209303,3,0
22.0,163.0,0.5833333333333334,0.25,3,1
163.0,22.0,0.25,0.5833333333333334,3,0
34.0,35.0,0.5930232558139535,0.5454545454545454,3,1
35.0,34.0,0.5454545454545454,0.5930232558139535,3,0
131.0,43.0,0.14285714285714285,0.547945205479452,3,1
43.0,131.0,0.547945205479452,0.14285714285714285,3,0
118.0,66.0,0.4473684210526316,0.32727272727272727,3,1
66.0,118.0,0.32727272727272727,0.4473684210526316,3,0
23.0,318.0,0.5409836065573771,0.5,3,1
318.0,23.0,0.5,0.5409836065573771,3,0
40.0,107.0,0.5777777777777777,0.3333333333333333,3,1
107.0,40.0,0.3333333333333333,0.5777777777777777,3,0
27.0,63.0,0.5806451612903226,0.4166666666666667,3,1
63.0,27.0,0.4166666666666667,0.5806451612903226,3,0
29.0,234.0,0.5348837209302325,0.25,3,1
234.0,29.0,0.25,0.5348837209302325,3,0
101.0,39.0,0.4225352112676056,0.4827586206896552,3,1
39.0,101.0,0.4827586206896552,0.4225352112676056,3,0
14.0,36.0,0.6896551724137931,0.5092592592592593,3,1
36.0,14.0,0.5092592592592593,0.6896551724137931,3,0
33.0,21.0,0.5517241379310345,0.5533980582524272,3,1
21.0,33.0,0.5533980582524272,0.5517241379310345,3,0
147.0,67.0,0.29411764705882354,0.43902439024390244,3,1
67.0,147.0,0.43902439024390244,0.29411764705882354,3,0
70.0,25.0,0.4186046511627907,0.5679012345679012,3,1
25.0,70.0,0.5679012345679012,0.4186046511627907,3,0
53.0,79.0,0.4891304347826087,0.39473684210526316,3,1
79.0,53.0,0.39473684210526316,0.4891304347826087,3,0
144.0,45.0,0.391304347826087,0.5535714285714286,3,1
45.0,144.0,0.5535714285714286,0.391304347826087,3,0
16.0,60.0,0.6274509803921569,0.4146341463414634,3,1
60.0,16.0,0.4146341463414634,0.6274509803921569,3,0
129.0,28.0,0.43333333333333335,0.5365853658536586,3,1
28.0,129.0,0.5365853658536586,0.43333333333333335,3,0
37.0,433.0,0.5833333333333334,0.16666666666666666,3,1
433.0,37.0,0.16666666666666666,0.5833333333333334,3,0
5.0,61.0,0.7387387387387387,0.34545454545454546,3,1
61.0,5.0,0.34545454545454546,0.7387387387387387,3,0
26.0,57.0,0.6395348837209303,0.4788732394366197,3,1
57.0,26.0,0.4788732394366197,0.6395348837209303,3,0
34.0,9.0,0.5930232558139535,0.6692913385826772,3,1
9.0,34.0,0.6692913385826772,0.5930232558139535,3,0
6.0,131.0,0.7583333333333333,0.14285714285714285,3,1
131.0,6.0,0.14285714285714285,0.7583333333333333,3,0
118.0,23.0,0.4473684210526316,0.5409836065573771,3,1
23.0,118.0,0.5409836065573771,0.4473684210526316,3,0
27.0,12.0,0.5806451612903226,0.6304347826086957,3,1
12.0,27.0,0.6304347826086957,0.5806451612903226,3,0
11.0,29.0,0.6481481481481481,0.5348837209302325,3,1
29.0,11.0,0.5348837209302325,0.6481481481481481,3,0
14.0,101.0,0.6896551724137931,0.4225352112676056,3,1
101.0,14.0,0.4225352112676056,0.6896551724137931,3,0
147.0,33.0,0.29411764705882354,0.5517241379310345,3,1
33.0,147.0,0.5517241379310345,0.29411764705882354,3,0
7.0,70.0,0.7368421052631579,0.4186046511627907,3,1
70.0,7.0,0.4186046511627907,0.7368421052631579,3,0
8.0,53.0,0.7107438016528925,0.4891304347826087,3,1
53.0,8.0,0.4891304347826087,0.7107438016528925,3,0
144.0,16.0,0.391304347826087,0.6274509803921569,3,1
16.0,144.0,0.6274509803921569,0.391304347826087,3,0
1.0,37.0,0.9280575539568345,0.5833333333333334,3,1
37.0,1.0,0.5833333333333334,0.9280575539568345,3,0
5.0,26.0,0.7387387387387387,0.6395348837209303,3,1
26.0,5.0,0.6395348837209303,0.7387387387387387,3,0
34.0,22.0,0.5930232558139535,0.5833333333333334,3,1
22.0,34.0,0.5833333333333334,0.5930232558139535,3,0
6.0,118.0,0.7583333333333333,0.4473684210526316,3,1
118.0,6.0,0.4473684210526316,0.7583333333333333,3,0
40.0,27.0,0.5777777777777777,0.5806451612903226,3,1
27.0,40.0,0.5806451612903226,0.5777777777777777,3,0
14.0,11.0,0.6896551724137931,0.6481481481481481,3,1
11.0,14.0,0.6481481481481481,0.6896551724137931,3,0
7.0,147.0,0.7368421052631579,0.29411764705882354,3,1
147.0,7.0,0.29411764705882354,0.7368421052631579,3,0
8.0,144.0,0.7107438016528925,0.391304347826087,3,1
144.0,8.0,0.391304347826087,0.7107438016528925,3,0
1.0,129.0,0.9280575539568345,0.43333333333333335,3,1
129.0,1.0,0.43333333333333335,0.9280575539568345,3,0
5.0,34.0,0.7387387387387387,0.5930232558139535,3,1
34.0,5.0,0.5930232558139535,0.7387387387387387,3,0
6.0,40.0,0.7583333333333333,0.5777777777777777,3,1
40.0,6.0,0.5777777777777777,0.7583333333333333,3,0
14.0,7.0,0.6896551724137931,0.7368421052631579,3,1
7.0,14.0,0.7368421052631579,0.6896551724137931,3,0
1.0,8.0,0.9280575539568345,0.7107438016528925,3,1
8.0,1.0,0.7107438016528925,0.9280575539568345,3,0
6.0,5.0,0.7583333333333333,0.7387387387387387,3,1
5.0,6.0,0.7387387387387387,0.7583333333333333,3,0
1.0,14.0,0.9280575539568345,0.6896551724137931,3,1
14.0,1.0,0.6896551724137931,0.9280575539568345,3,0
1.0,6.0,0.9280575539568345,0.7583333333333333,3,1
6.0,1.0,0.7583333333333333,0.9280575539568345,3,0
123.0,168.0,0.35,0.3898305084745763,3,1
168.0,123.0,0.3898305084745763,0.35,3,0
406.0,219.0,0.13333333333333333,0.38461538461538464,3,1
219.0,406.0,0.38461538461538464,0.13333333333333333,3,0
48.0,70.0,0.5287356321839081,0.45454545454545453,3,1
70.0,48.0,0.45454545454545453,0.5287356321839081,3,0
97.0,82.0,0.4,0.42857142857142855,3,1
82.0,97.0,0.42857142857142855,0.4,3,0
127.0,89.0,0.2222222222222222,0.4126984126984127,3,1
89.0,127.0,0.4126984126984127,0.2222222222222222,3,0
78.0,52.0,0.2777777777777778,0.5257731958762887,3,1
52.0,78.0,0.5257731958762887,0.2777777777777778,3,0
53.0,131.0,0.4794520547945205,0.35714285714285715,3,1
131.0,53.0,0.35714285714285715,0.4794520547945205,3,0
116.0,101.0,0.36363636363636365,0.6,3,1
101.0,116.0,0.6,0.36363636363636365,3,0
119.0,114.0,0.2727272727272727,0.30434782608695654,3,1
114.0,119.0,0.30434782608695654,0.2727272727272727,3,0
67.0,139.0,0.5102040816326531,0.4090909090909091,3,1
139.0,67.0,0.4090909090909091,0.5102040816326531,3,0
18.0,123.0,0.6296296296296297,0.35,3,1
123.0,18.0,0.35,0.6296296296296297,3,0
48.0,406.0,0.5287356321839081,0.13333333333333333,3,1
406.0,48.0,0.13333333333333333,0.5287356321839081,3,0
97.0,38.0,0.4,0.5180722891566265,3,1
38.0,97.0,0.5180722891566265,0.4,3,0
78.0,127.0,0.2777777777777778,0.2222222222222222,3,1
127.0,78.0,0.2222222222222222,0.2777777777777778,3,0
53.0,116.0,0.4794520547945205,0.36363636363636365,3,1
116.0,53.0,0.36363636363636365,0.4794520547945205,3,0
60.0,119.0,0.4,0.2727272727272727,3,1
119.0,60.0,0.2727272727272727,0.4,3,0
17.0,67.0,0.625,0.5102040816326531,3,1
67.0,17.0,0.5102040816326531,0.625,3,0
18.0,48.0,0.6296296296296297,0.5287356321839081,3,1
48.0,18.0,0.5287356321839081,0.6296296296296297,3,0
97.0,78.0,0.4,0.2777777777777778,3,1
78.0,97.0,0.2777777777777778,0.4,3,0
17.0,60.0,0.625,0.4,3,1
60.0,17.0,0.4,0.625,3,0
18.0,97.0,0.6296296296296297,0.4,3,1
97.0,18.0,0.4,0.6296296296296297,3,0
18.0,17.0,0.6296296296296297,0.625,3,1
17.0,18.0,0.625,0.6296296296296297,3,0
72.0,101.0,0.44776119402985076,0.5454545454545454,3,1
101.0,72.0,0.5454545454545454,0.44776119402985076,3,0
52.0,529.0,0.5204081632653061,0.2,3,1
529.0,52.0,0.2,0.5204081632653061,3,0
48.0,198.0,0.5,0.3333333333333333,3,1
198.0,48.0,0.3333333333333333,0.5,3,0
135.0,66.0,0.391304347826087,0.51,3,1
66.0,135.0,0.51,0.391304347826087,3,0
144.0,114.0,0.2727272727272727,0.37142857142857144,3,1
114.0,144.0,0.37142857142857144,0.2727272727272727,3,0
47.0,46.0,0.417910447761194,0.5333333333333333,3,1
